address,amount
0x8B0bd42a2Ff56121d748fa916FdE8a93E0B0d419,80.36099605
0x86772E988719894D503C1EA1254545fed7a3612B,79.91340152
0x490986EBC35e1Bc8e198e42Ce627a5295cb270f5,79.75843999
0x7Cf5F3d2C9471d6De57aba862D6F72b0707745cC,79.60794712
0x621E165a1fBBd3FEa5139930Af1B28d2d6Dc4A1a,79.39872324
0x01ce521afCD23d5656C4aceea68Ac6C8119A14d5,78.88509072
0x677A76BEa99AcEBD2C9f32066b64F7d129F0d73c,78.63212908
0xEbc790D6420Cf02755c05E69B26Aa27b1deBe250,78.53960979
0x0A66f17A40f61B448853Ad6f7639Cdaf59df554f,78.39999802
0x7d1ebe0C44931fDA8f455ce0DF46ddC9a22aD444,78.39885667
0x1feB56Fe9b05DC9Fb785F9EB5B24345497DC398E,78.39465988
0x68dE1E5E1DD5093A8ef495b56432179D8ed609Ef,77.80324493
0x58Dd01A721b0715cD5E946A1afC21F3a7A7bb521,77.59733106
0x73458D6a2cFcf106C2aD495Bc3544e4C5C3B4E7a,77.47822863
0x5497E378f7Bc82892427971B52f511858717100C,77.32662422
0x8c0fCC74E5752EbD05E54189Ac3906c62d09CFDE,77.14821557
0x2917e753998cc218fcb285aabd0bd4991fa21157,76.83311301
0x0bd9eDBa4059ff66EfC18536ABf4062e9263A4Be,76.71947377
0xa113A4744A65F8d82E6bE221491849B74ecB01dA,76.65589201
0x98f9e694c17aece8e4697389d3c340d6ad823ffc,76.63726138
0x3F879f1ffdd5ba2F976565511DEC9D9F615A3131,76.60609273
0x5eea9008f9A2DE6F3A52e32e64571B58284d275d,76.6017356
0x5890315D0F4753836Db923A493Cf777a3D870dD7,76.53486556
0x4e96bAa7CE8B286847c09F46c2d3aa15948cEeaC,76.51502373
0xb774c4890935ac24aB730AfBC2798289A16A68Ee,76.4517219
0xb7887A9Ff149d5e9f68253FB5DDBD7199b58E8d9,76.39651017
0xF2F3A7860e6BAF5706A84ab5a87e465250BDfD5B,76.12157934
0x660B68fD6b851CaE8D70aE3191F79634882807BD,76.00036719
0x6380cb42870071295b849ac3Bb3E6894b4801050,75.96914698
0xD4E4EE0b4f707d2bAe32559684761E1690e5B271,75.78210383
0x5c8827781a1bF9E2366aBFFB102958814708e60B,75.57103652
0x15F1952560D0ca6f19d1557ee3FC16F7C8aA89C2,75.52082962
0x62eBfE9E4315D59608AF8fb3B0CE9d28bd1bE28f,75.51403756
0xbFd6e94A4dBA69C75c21Bf250FDf0ec24530b965,75.41297505
0x2EedF29B388dead06c5677C2ebb191b196B1B59A,75.30458268
0xC451fD7f939B1Ee394A4272BC241946E6aE6577f,75.25610601
0x8DD6d15cccD619B58463d3dEfF1Ba7b012d0b48C,75.09151147
0xD9AF6545CAB84AECA0e4664AA6d08B2659651127,75.07823184
0x091bDD0d200617EC53B95f5b60E4f537e151aD13,75.03988262
0x545fD16434cBF090EfDDc1dc73AA3e60bB84E7Ea,74.85411214
0x13d5cb9e6Aa64474dFa5E57eB6A2F7191689D0c1,74.75096085
0xF96a23502C48b3c7ee053db35367ee9B7660f2F5,74.71837637
0x7B475861cDD8b026440556c5e17412b5630FDb7b,74.68953227
0x00b5f9F2FBfF1708827f2212F776e3dB539Bcb21,74.47908695
0xCe935616F7Cc69A4372B12837246d7bFFAc29bA9,74.35473798
0xb5960421b01b4672f5dc7cc377dff56df44d020b,74.3028292
0x05fBaaE5CD1b03Aa4adcf38E738313b303B6888A,74.18158689
0x2438b636e0b7D711f96d694bDAbF3698fDB1fec0,73.9795141
0x588628e38F275F7Bbd7Cd2bCD17aE90a4EF006D8,73.8395028
0x3541153449a2234941af185A5B053F724F9ac091,73.82066917
0x0064b28742EE529579dBA1074f0A1633ac1194b8,73.62810844
0x3F7E2D09cb8942d342A9ed64b57662BdfBcE9D6d,73.4853669
0x72E2da441ab76CEbfAaB53EAa45488a0c0a8F55A,73.33739499
0x137Fc118Bf6fD8eA29118Aa47dF996a531094fC2,73.24181035
0x3C7D176DAeeD450C6CA76F6B233415902DaDa9d7,73.17801569
0x33C658F42C26Cb802430f840FE625d05246F007e,72.99021411
0xb5e49Ded917CB61cc4aE5dd003EeB2ec293Ae1A9,72.91433555
0xC2C650339E95C42EE1030E5247DF412400A8b154,72.90873922
0x602B61369AE1a298a57Be4B4e0BF1a1b4d75C965,72.7959515
0xFdA8ff39d42f6dE1F9135c207C4FC78e08c2F999,72.4302316
0xFA495c748BcB866E0b72Bd9b20a601e410816e56,72.08958937
0x876b2c6B9bbf99ecF78c6Cf26640107DaD8c4171,71.85326778
0xD2705B1fE962FA92Fdf667b29F7c1cdA2Adee489,71.79439738
0x012CDbaaDb2fdaB17c8003FD34b3e432f4916C7D,71.62489916
0xE3c09691DACb8086288DAa66104E3B4682d76bb5,71.60403513
0x3B9D412074642cbAa0f62B4920b42A83E1D2bb21,71.43557629
0x120e3FB808e013205f94ba953461d0D12C6bF3b3,71.28293569
0x556caE3e5ecfc5d1189d3EAeb5E73E8b7B9C069e,71.25949663
0x72dB34299d4Bb489993A49822708ce692CCA3EB2,71.21096113
0x7F97eCcaeDFF8B0B9f1918dfc81450A45DCdA6CC,70.91252798
0x4Db55dd2C3140A33304944e97e3C1C4E320F4278,70.87401991
0x35441C5EF392e0Ca9D2d267292081280dbE3998A,70.79888874
0x3045E12b77257E4b005bFBC3Db1D1814DFC17207,70.65519783
0x5edaC1e45337ee876e15e268264878C9C6510088,70.65461817
0xc386Ee80c83B6128DeE893C0a67E18c5adD3a40b,70.62578397
0x4a048E11b7f49Eb8FA0eabC23697cbc10d260831,70.51871764
0x8e1982383e794174168fe736a4d9dedbeadfc1f6,70.29316938
0xbedeceb3149c375674f174f2a082ec2bedbee95e,70.26194917
0xA3a943A6f91FD637f33B27D3a7e8Db0Df1097752,69.93986872
0x612565FCADAAd4007D2b4D698350A7B2273f3d7a,69.86379523
0x87e159926989C24Bcb5151196E3e858034DB1BC0,69.53642456
0xCDFff5cd1a2937Decb3C5984f075fB602715670b,69.51654927
0x707359f5BDcCE33ce0aACDc363Ad1f52FA843043,69.29330281
0x140A8F3457c68D2d6C311A978d0103eF38939740,68.99635522
0x2A5Cc9bc15E951C03235FC7c8e1Db86634306b66,68.87779091
0x0EE13237DFc01bEfE529CAD575D04c06f50A952B,68.80088583
0x24F84bd39d4092f4c5e449ddF5f1d913210c5691,68.61822337
0x28bc7AAed3B38983c8B8600FFdCAE88a30cdbc0B,68.43076534
0xfb10EFE8d84E73061ABDfa5F87f26aFC1f0a98f5,68.32475682
0x6c65a2B90f267d83EBADFC30cb05687EBe3F2dDc,68.29343625
0xbf48e3eaC0622624e443ff80CC6956c92b0a0AF4,68.13513126
0x9C01148C464cF06d135AD35D3d633AB4b46B9b78,67.90559001
0x6F3381bBca1B87ca0a182FD4Aed81C2C765b037e,67.81656826
0x61FBB6c0028A4e7A6cd0959820e6C28CCC20C6A7,67.79928904
0x0755c0830fdFc7d1defdd443a5f1ed2DD3381292,67.70761683
0x71BE68D2cA3DC8fC47066d31F3F8f5CCfA189789,67.681396
0x5bbeC5E89C586Df6CA902803e78C766ea172276F,67.59659096
0xc33F1Abe6D6ACa6E777a375A27C3C795B976cF7F,67.51303059
0x33557621955F1f7BB0cdE3cFFB660B4d9837f7e1,67.50124278
0x4cec7b30De35F93401c6ff843615B104e55D6B62,67.40075447
0xa2FEBeA17D80042ff24ba6b4cd98f58f3a1AE4Aa,67.2479491
0xaF9727dB19690208DB9DF2c9Ebfd0eF891cd30c1,67.18783404
0x63F847e6e00278F3c285da17357Fb4b030347E29,67.17311664
0xFf4f584166ad206C99d2EB2b48bfe3cBBbe0EB34,67.00685912
0x771578556a0bFa66f7312BFb0930765030642495,66.89989429
0xd4dF1e2e6E4720A7DE1822351A87495eB8A7D5f1,66.70951212
0xcc3806e28e898915857298c142c401d44842e6a2,66.63595414
0xC11F9E1E56187675d64887C08FA625C031769efB,66.5967244
0x28Ab61537601116cbc41B1a47C0ec48E9b4FC949,66.5967244
0xDa88E1f5601Af7e9c758697CF3536a1D0b0a8991,66.33995593
0x5cC49dE640D6fB12bd1C3d07Ef6a723F67E89dd0,66.28360286
0x2a2e7bE6287EFE27DB0635f618f659fE3f46a515,66.27841959
0x8d12A0Bd5B36F0B32588A5745472183983342104,66.22988853
0x92Ce7B68F1557CE2b3349e96037Edb3544a4534C,66.18618024
0xe141D902d5C3a89F3cb4c3735F7E04F5ad55a080,65.99478441
0x5036D886044966Eb325Cb216283eE13eb85496b0,65.93466934
0x16952443C8D4d1D9cDf6bD975D978D24B113E539,65.86372655
0x4CA60c5FAa8F0982A8B5108B87fa1866B3665Bfb,65.69342712
0x4129c6176CFea9091e734214C1Bb8511f285f6A4,65.65290923
0x4400e3990d534EdcB5ea476eefc8E45330F28215,65.63171053
0x080f599a0555e89e425390b6b8464a332bb6fff2,65.61693612
0x5d0449923972934c49DcD2c8A0Fdf73eBdFD21bF,65.60695809
0x4da5f86B42760F4935a8b467B04d99bac57e2b22,65.40857002
0xe48943d92e071ae1f7dF7c04c7cA2E124F56c346,65.28373629
0x2f08EfCC5045bC026C76AB64c3AE9Eb52c95f480,65.11426743
0xb73e5C285B3F961D936680F37a0E8664A91d8C02,64.80077368
0xbA2248156538B8f709F81DEdB5eAD690D55d6854,64.7527119
0xb5D561430B51231910d3bAB6D60C3c7FD9344A91,64.71384629
0xD11FBe979Bc85f3c9350571528f50FF6C236cC5C,64.65968988
0x76dfE51FeB8F6AA96d6dE87f72D83e5dBB06E58D,64.3444939
0x8dbca1cb6478e653a041a08709a09ba71122f734,64.2415934
0xe595D220a36Be8110feB81F69AbE989E3e34F8c1,64.05549884
0x757D23fD63E2a99A1f64d5493401996B36e53e6c,64.00715166
0xA62910dC632226a080998f50be6CBDD6ee1B37c5,63.75771965
0x212bA5813AEf4F7E15f5B5624d6912F885a4A069,63.60722495
0xf3090f034364b22833845E75Ff09c1Ae7eEF3417,63.5971247
0x4E11188293BcC329eC86192203E45A45a52c7806,63.47848028
0x2f9D7D9795f3233A420BCFA138279FCC7c999466,63.43479953
0x1ad6387b1AEFEb51B0De8F0122f13DF31e54f54C,63.23147911
0x1502804C79c7Dc39c55823aB22Ff918C729948bC,63.19705301
0x00C8E071686Ccf11D1Dd1B1fFA3B24F179444E3b,63.10807257
0x4e35010b431e7f248a859e59980db0b102320e38,63.10807257
0x42e9538EF761003018C37EDe53D4b606416bBE36,63.06246781
0x4d8856216d9a9144E2963D1472e514e47B6339cf,62.86464291
0xc15f702efbb34448cf1b7a2e7afd5ac160839b4a,62.81964762
0xa205AF661aBC96754FdD6C11EB6D25eE084dD99F,62.76668876
0x2b2d9450B42330B1112b668d91Fe7A066b8ff835,62.67239772
0x8BdC4A071a50d3cc4DA3717f99Ef9098a854Cd99,62.50203945
0xE48AF4D69F228bf85149bDe007b5f2331D2B27A9,62.44944109
0x205727a235Bba0bEbeD313Fe5f5F971DD3fdFBEe,62.40289367
0xf5fc99A26712593Cb2329f8c049eC9a9E171d9F6,62.29478931
0xb4Ce0856D224D4eD835582E6b517da6B845fa8cA,62.28206215
0x30178F1c2e1B30D234622E13C5Eb56B05B44076b,62.16842292
0x992D0A8474D3B031F32C99CddBD95fFE33F0C9d8,62.1304904
0x42F476C831F27cE50b9279B7C168c610847011aE,61.91051311
0xD6de6F12099C4230695Bc974F6E8b47825107826,61.91051311
0x2EE1c1ec34f4a45a4270EC1bcec9F8DD7BdAFaa1,61.8479631
0x6926FC2a148776bc5E368A6E76a2d91b908Ec66C,61.83180531
0x56AA44673A121c1C2F21d251F09DFb1265f0BC8D,61.66755613
0xF492DF18ae86cd4355923278Cf5baA947389dd00,61.6316183
0xE562A2E9D575515172Ee88100A9FA627A1Bd46f8,61.6057616
0x3d7B538C28B8eE9973F9ffD82f903E2F6ba448bF,61.46159879
0xae25F68Eb9Ec2703d60bD7D6F26D33a45D68d476,61.42646616
0x1Ef0CDc02B6Afcf90a443E839037EfeB7233ceEE,61.36467163
0x21BF63C0418D4f1D13f884C50498B2259B321b43,61.20159098
0x4AF9b8C280F00d4964985c3d079012c095A7D48d,61.17837223
0xe69257913faF289c5E9D1990672960671e81E5a3,61.11987042
0x81264f595fdC41B331cB6A6f5c656ad16513F0d8,61.11064523
0x1B45764a489720ffC9478edA7EB9c89AED8F7e41,61.01519009
0xc6aA3789Af190D09a19BC07904C89665dcdfc15A,60.9751614
0xE74D6422472Fca2f7af567d5851a68276D63C6Eb,60.92074679
0xAd2AF1caD7E0d9B27b251F0e2D5851fAE40C2bb9,60.91064654
0x76bC07cB182Fd7251A30Cb091bf0dC6a1980AD7C,60.65595251
0x1213a2cf1732Ff8a91C61D43f6532968Ca82A338,60.63602283
0xae600F43B92ee3eFc79975471C425515F09b8900,60.58542461
0x152ab631db3be5943f4cD82C8d9Ffb8cAD682e0C,60.49657947
0x91Da6B1C9B05f915a9cf56c3f564FC5EDb2BD68e,60.36081389
0xA3fE4A492054056AaeB4A176C0B8A3905b481B53,60.33492738
0xD66d8a251F40FD3afBbdFecf3d33A21306cB6073,60.18501416
0x9e3864F704a6B021652e43855eDF3d8bbe967736,60.05466285
0xD4caCAA7879ba50A4b8B45ca6794eEfC256286A6,60.0044406
0x51C9d9840e581A750ba4D424e13BF726e03af255,59.83146896
0x0836b2BCc048B81C07904888e1Dfc579D258f8F5,59.73757188
0x4c02A8809058CA1d98BD1A934A016Fe3bbb1B907,59.68670738
0x66A5aD784b4576A90c460122d3455254826e272D,59.54037227
0x26DD536f5C63a4dF653F0c43a05B3feC9de06257,59.49902279
0x8Ae8bC606392dC806f72b67fBA798a24751a19C9,59.47793185
0x601DBCF734053cfbFeb5a1662703A07B2bA3A908,59.42924591
0xf72783aA7D014747b0FCC52FcB619A3AcFA0f97E,59.37612309
0x7c6C984Cd432E03260FA25724825912f9975A40A,59.23620964
0x52DF36467E99061eC74C0b4609c0fd3E2f94e4a4,59.16882322
0xCB89928dAd3Fa2c751510528Fa4A8e009907AC44,59.05396651
0x23A977F0973ee5d5bBfE40763B13243f9ffd0e74,58.98151561
0x7925AbA721d45aB68931770cE643E22d2fe91C8c,58.94268608
0xb18e09b8AfE9C6B784D9e23cc03C24057D2146ff,58.92101366
0x50c4667d87F21f483ab9679F9bDA75cb18aE0321,58.65414494
0x111D9E5e672835F2315A4c4aE7e63FFb1DC7fd1a,58.62950753
0x4845409fF21d8832c2a1dC0A867fDBb86B17449c,58.58781929
0xBEff6FC5098D81E7754606802756CF80c430ad11,58.4033704
0xdfE50b779822e2F49c0ae972EaE4bE75095CEB45,58.39154732
0x4c94574987F574bF9E350e786F4ed20D88eE8140,58.28720757
0x7a63ae1fe48b4288fdf757ff1deaf5cb8f16ba20,58.24424667
0x69B331347ac2115b1Fc58d7FBc1c04Cf047A12de,58.22416838
0x0300A44F2D6662C64F333f215E8ca3847228C564,58.22416838
0x0Bb16FA8e6C6f810b4E9b7620ab7b78a012b4cCe,58.22416838
0x212bB4835413e1fBDBb70AF8265e5Dac9dFc74E4,58.22416838
0x0bEb574569f68711900d52C894e6Ff2B302B4350,58.22416838
0x5259327523D86960CB48E088b0AcDC68f6ABFa4D,58.22416838
0x8481Ec658980A8b9C40eEd30C1fe89C94AAD1359,58.22416838
0x947C4e6B63D1440d864044DF89369Be6A62406cD,58.20072933
0x7C4bccE963EF1aac77E740c788F629D06E3FF581,58.16895665
0xf578CB0BAEB867e3464F57e4EB7359bd4fcBa64A,58.12356525
0x321e52a0480eea39969b5c767025e83c571bb307,58.12312054
0x0Bf14c33F57CD5883652C1C03892401f7ab4C0a8,57.62534085
0xAD14bD2de153B08db80404c9374CefD256F2D71E,57.59585086
0xd67dB6742028c07003eFf78762ECBA8f4887dE3E,57.55918919
0x690C1ACCBdD869B49DB936d626D0e2c39E5d751f,57.48221162
0xb2f528D438469a407fCe8dC3512f1b16eD45bc8A,57.41378354
0xfdF59B2f3a56b453d495749Bcf41583373833601,57.37846439
0x307Eb4A602Df2314F70782fCe8faA9C756ea9965,57.22430181
0x114081875E3144DC1FbA0CeE8bc49c0C26091E8F,57.22430181
0x68e6fF5ed5fded3E8827D150B33649c90768361B,56.96170419
0xba86bee601737a53e7255ad403ef46817af93d12,56.94494136
0x6ed3d0a934dd96b8618f2003c1b9e9360c220a7f,56.83111562
0x70a0c9e7048341b51bdca60ec481493758195041,56.82619135
0x931548bd121fd4c482b17Cc1813481A7ED4D7164,56.79937902
0x871057c7D2D0eE07FdcFb1D18D1c33cD9116105D,56.76502905
0x8Af4e81a57BECB79e007bFcee8953379cdf9BaBe,56.54790784
0x17db6b5A00220e6594d4F28952BfB7bfBbb9fd02,56.53963123
0xb6c59c5F06a18E82D2820b363742Da20BeF2bCE3,56.51591964
0x541b94A0b0cb860eA1da59A4F83F355Cb9b69CB1,56.49130397
0xc899cc94cc27d53858a06e960894d50073c23501,56.49130397
0xa9364084f75af39C58569057F9381f8E16BADAD7,56.43650895
0xc294D179b32585EFc29Af8Ff97Daa1282d785e8b,56.29503745
0x9Ec2DE1fCD70ed892d05EA95d068c29d012Ce009,56.22443525
0x4e8609C9C96bd149d4b7703AcF0D514a08157b50,56.18139821
0xC804A51547E7ED259f5bB9004d2999bf3Fa26A68,56.15979089
0x618d36e01BBeEf6044072822d4a91B40543B1962,55.9450748
0x546592E896f206EF5B3FE881C3dbC23fca06fE1f,55.71089831
0xEFb3a049CEF25758a592e0E422Fe2A5748e3F2e2,55.62249526
0xaC984760552C2FDA6c899608d5dCDa2C8231f4ED,55.5924635
0xBEB286BD98a6aB48E594CBCF9cFFb2E0773afF9b,55.58005154
0x6A56Dbe567B70C5FF0625616e3bF11CC3beEe09E,55.52146734
0xf201E5e5ec18D653e3e3124676aEEc8b330E8FC3,55.51255736
0x391306DeD433dC041E064201Db2E1FD7060988E0,55.50089905
0xA8f3103B293Fd41E1A763FDA3CF1D8f1fd1C715e,55.48247849
